S01013467,"EH52 5SR",55.92751886,-3.49786022,306420,671503,200,"POINT(306420 671503)",1
S01013462,"EH52 6PG",55.93941827,-3.47321197,307988,672794,819,"POINT(307988 672794)",1
S01013455,"EH52 6QL",55.98225841,-3.45661427,309125,677539,1278,"POINT(309125 677539)",1
S01013452,"EH49 7GR",55.98413594,-3.5785846,301521,677915,763,"POINT(301521 677915)",1
S01013431,"EH48 3SX",55.88691875,-3.75349831,290336,667361,562,"POINT(290336 667361)",1
S01013382,"ML7 5QY",55.86179981,-3.74266576,290943,664549,139,"POINT(290943 664549)",1
S01013380,"EH47 0SG",55.86308802,-3.70783539,293126,664638,1336,"POINT(293126 664638)",1
S01013298,"EH27 8DT",55.90150178,-3.41266656,311683,668496,1431,"POINT(311683 668496)",1
S01013289,"EH27 8BJ",55.88814742,-3.42745288,310728,667029,897,"POINT(310728 667029)",1
S01013250,"EH55 8JP",55.82935376,-3.652226,296516,660800,2592,"POINT(296516 660800)",1
S01013242,"G83 8RU",56.04011539,-4.52785498,242541,685902,1221,"POINT(242541 685902)",1
S01013221,"G83 8QE",55.99855928,-4.56224256,240228,681358,1079,"POINT(240228 681358)",1
S01013158,"G81 6NY",55.93013258,-4.4072879,249623,673398,868,"POINT(249623 673398)",1
S01013126,"G81 1AX",55.89796444,-4.38126468,251125,669763,125,"POINT(251125 669763)",1
S01013125,"G81 1EG",55.89470512,-4.38432836,250921,669407,182,"POINT(250921 669407)",1
S01013120,"FK21 8SJ",56.45955708,-4.32943828,256476,732133,3560,"POINT(256476 732133)",1
S01013028,"FK7 7DH",56.08169589,-3.85472129,284588,689198,2348,"POINT(284588 689198)",1
S01013025,"FK7 8AF",56.07225204,-3.90533394,281410,688233,2475,"POINT(281410 688233)",1
S01013015,"G63 0YA",56.05521496,-4.2236514,261540,686930,1524,"POINT(261540 686930)",1
S01013006,"G63 9AR",55.9843408,-4.33598543,254280,679276,1907,"POINT(254280 679276)",1
S01013001,"G63 0JA",56.08075323,-4.4965667,244653,690352,1332,"POINT(244653 690352)",1
S01012963,"G75 9GA",55.73749361,-4.20364877,261659,651542,157,"POINT(261659 651542)",1
S01012864,"G73 1JY",55.82968539,-4.21583946,261222,661823,186,"POINT(261222 661823)",1
